,Titulo,Texto,textoPLN,tf-idf
19,"BERBERECHOS al vapor, te quedarán perfectos ‼️.txt",hola chicos tengo un pedazo de berberecho gallego y menudo aperitivo nos vamos a quedar primero vamos bien mira yo pongo un bol grande y un escurridor encima y los dejo Sumaya todavía y los tenga media horita solo con agua y mira porque pongo el escurridor porque ahora se levantó y se ha caído algo pues para abajo un poquito de color blanco que en este caso es un minuto,"['hol', 'chic', 'pedaz', 'berberech', 'galleg', 'menud', 'aperit', 'vam', 'qued', 'primer', 'vam', 'bien', 'mir', 'pong', 'bol', 'grand', 'escurridor', 'encim', 'dej', 'sumay', 'todav', 'medi', 'horit', 'sol', 'agu', 'mir', 'pong', 'escurridor', 'ahor', 'levant', 'caid', 'pues', 'abaj', 'poquit', 'color', 'blanc', 'cas', 'minut']","  (0, 17)	1.0
  (1, 10)	1.0
  (2, 24)	1.0
  (3, 4)	1.0
  (4, 15)	1.0
  (5, 21)	1.0
  (6, 3)	1.0
  (7, 33)	1.0
  (8, 29)	1.0
  (9, 27)	1.0
  (10, 33)	1.0
  (11, 5)	1.0
  (12, 23)	1.0
  (13, 25)	1.0
  (14, 7)	1.0
  (15, 16)	1.0
  (16, 14)	1.0
  (17, 13)	1.0
  (18, 12)	1.0
  (19, 31)	1.0
  (20, 32)	1.0
  (21, 20)	1.0
  (22, 18)	1.0
  (23, 30)	1.0
  (24, 1)	1.0
  (25, 23)	1.0
  (26, 25)	1.0
  (27, 14)	1.0
  (28, 2)	1.0
  (29, 19)	1.0
  (30, 8)	1.0
  (31, 28)	1.0
  (32, 0)	1.0
  (33, 26)	1.0
  (34, 11)	1.0
  (35, 6)	1.0
  (36, 9)	1.0
  (37, 22)	1.0"
20,Rosas de CALABACÍN con SALMÓN 💐.txt,hola chicos hoy vamos a preparar un aperitivo de lujo con salmón ahumado y calabacín y veo usar uno verde y uno de estos amarillos un poquito de queso a las finas hierbas puede ser blanco normal y nada y un poquito de pimienta recién molida venga lo primero es empezar a cortar el calabacín yo no voy a cortar con la mandarina pero vosotros podéis hacerlo con el cuchillo os apetezca pero que sea una rodajita así más o menos el horno a precalentar a 190 grados y esto va rapidísimo y vamos a cortar tiras como de 3 de 2 más o menos se me acaba de ocurrir una chorrada para que me salga más o menos igual voy a poner un poquito de patrón este cachito de calabacín pues yo que estoy incluso a lo mejor hasta tomate poniendo como de la mitad mitad el calabacín fuera de la masa y el hojaldre y mitad ducho y voy al formar una de cada color chorrada no es necesaria e podéis hacerlo todos igual pero bueno se me ocurrió y lo saco si vuestro calabacín por lo que sea estuviera poco maleable puede darle 30 segunditos de microondas si quieres vale vale superhappy que resta complica y empieza cambiar mira qué cosa contigo a ver idea en lugar de salmón o disponer por ejemplo rodajita de tomate finitas a la que le escurre bien el agua para que no empapa ruffle a mamá podéis con el rodajas de jamón serrano y de jamón yo no sé lo que puede apetecer porque no tengo otra cosa crear con un poquito de aceite podía escuchar las bandejas de estas para hacer magdalenas o moldes de silicona lo que nos vamos a ir poniendo y lo hemos besitos bueno pues ya las tengo todo y ahora me voy a poner un trocito de tomate cherry de colores un poco y las vamos a ir sacando miran la pinta que tienen estas flores rosas enteráis ya le voy a poner por aquí unas hierbitas otro día te enseñaré porque tengo un montón de macetas de hierbas aromáticas en la terraza nada ya ves la aperitivo súper Benton fácil y que espero por vuestra tanto como a nosotros,"['hol', 'chic', 'hoy', 'vam', 'prepar', 'aperit', 'luj', 'salmon', 'ahum', 'calabacin', 'veo', 'usar', 'verd', 'amarill', 'poquit', 'ques', 'fin', 'hierb', 'pued', 'ser', 'blanc', 'normal', 'poquit', 'pimient', 'recien', 'mol', 'veng', 'primer', 'empez', 'cort', 'calabacin', 'voy', 'cort', 'mandarin', 'pod', 'hac', 'cuchill', 'apetezc', 'rodajit', 'asi', 'men', 'horn', 'precalent', '190', 'grad', 'va', 'rapidisim', 'vam', 'cort', 'tir', '3', '2', 'men', 'acab', 'ocurr', 'chorr', 'salg', 'men', 'igual', 'voy', 'pon', 'poquit', 'patron', 'cachit', 'calabacin', 'pues', 'inclus', 'mejor', 'tomat', 'pon', 'mit', 'mit', 'calabacin', 'mas', 'hojaldr', 'mit', 'duch', 'voy', 'form', 'cad', 'color', 'chorr', 'necesari', 'pod', 'hac', 'igual', 'buen', 'ocurr', 'sac', 'si', 'calabacin', 'maleabl', 'pued', 'darl', '30', 'segundit', 'microond', 'si', 'quier', 'val', 'val', 'superhappy', 'rest', 'complic', 'empiez', 'cambi', 'mir', 'cos', 'contig', 'ver', 'ide', 'lug', 'salmon', 'dispon', 'ejempl', 'rodajit', 'tomat', 'finit', 'escurr', 'bien', 'agu', 'empap', 'ruffl', 'mam', 'pod', 'rodaj', 'jamon', 'serran', 'jamon', 'se', 'pued', 'apetec', 'cos', 'cre', 'poquit', 'aceit', 'pod', 'escuch', 'bandej', 'hac', 'magdalen', 'mold', 'silicon', 'vam', 'ir', 'pon', 'besit', 'buen', 'pues', 'ahor', 'voy', 'pon', 'trocit', 'tomat', 'cherry', 'color', 'vam', 'ir', 'sac', 'mir', 'pint', 'flor', 'ros', 'enter', 'voy', 'pon', 'aqu', 'unas', 'hierbit', 'dia', 'enseñ', 'monton', 'macet', 'hierb', 'aromat', 'terraz', 'ves', 'aperit', 'sup', 'benton', 'facil', 'esper']","  (3, 4)	1.0
  (9, 0)	1.0
  (14, 3)	1.0
  (22, 3)	1.0
  (30, 0)	1.0
  (31, 5)	1.0
  (34, 1)	1.0
  (47, 4)	1.0
  (59, 5)	1.0
  (60, 2)	1.0
  (61, 3)	1.0
  (64, 0)	1.0
  (69, 2)	1.0
  (72, 0)	1.0
  (77, 5)	1.0
  (83, 1)	1.0
  (90, 0)	1.0
  (124, 1)	1.0
  (134, 3)	1.0
  (136, 1)	1.0
  (143, 4)	1.0
  (145, 2)	1.0
  (150, 5)	1.0
  (151, 2)	1.0
  (156, 4)	1.0
  (164, 5)	1.0
  (165, 2)	1.0"
21,Mejillones en Papillote _ Receta de Cocina en Familia.txt,la naciente qué va a hacer hoy es uno rico mejillones en papillote y para ello de los siguientes ingredientes 5 800 gramos de mejillones ya limpio para utilizar hojas pequeñas de la un poco de ajo granulado picado utilizar el zumo de medio limón las notificaciones,"['nacient', 'va', 'hac', 'hoy', 'ric', 'mejillon', 'papillot', 'ello', 'siguient', 'ingredient', '5', '800', 'gram', 'mejillon', 'limpi', 'utiliz', 'hoj', 'pequeñ', 'ajo', 'granul', 'pic', 'utiliz', 'zum', 'medi', 'limon', 'notif']","  (0, 13)	1.0
  (1, 21)	1.0
  (2, 5)	1.0
  (3, 7)	1.0
  (4, 18)	1.0
  (5, 12)	1.0
  (6, 15)	1.0
  (7, 2)	1.0
  (8, 19)	1.0
  (9, 8)	1.0
  (11, 0)	1.0
  (12, 3)	1.0
  (13, 12)	1.0
  (14, 10)	1.0
  (15, 20)	1.0
  (16, 6)	1.0
  (17, 16)	1.0
  (18, 1)	1.0
  (19, 4)	1.0
  (20, 17)	1.0
  (21, 20)	1.0
  (22, 22)	1.0
  (23, 11)	1.0
  (24, 9)	1.0
  (25, 14)	1.0"
22,Torreznos _ Receta de Cocina en Familia.txt,la receta que mamá te lo hizo unos ricos torreznos torreznos solamente ingredientes ya me tardo llego Estoy apurado con sucia y todo Milán partido ayer contra los ácidos noche así que quede muy fina y están preparados para utilizar tengo 500 gramos y luego tengo aquí 100 ML de aceite de oliva se puede preparar aperitivos puesto el aceite en una sartén hay que ponerlo en aceite frío y empezar a ponerlo todo la sartén al fuego al principio al que le den ese día o 15 minutos a fuego mínimo bajo para Qué suerte toda la grasa se puede fijamos yo fuera manteca del tocino y después cuando llamen pasado eso minuto el siguiente paso será ponerlo a fuego fuerte de Ben cuando hay que mover los ahora que tenerlo mínimo de 10 minutos para Qué suerte toda su gracia así lo dejara suéñalo debido a fuego bajo mínimo lo ha tenido no 10 sino 15 minutos puesto que la gente estaba frío y en el siguiente paso es darle el fuego al máximo acaba de dar celos y dale otro día minuto así o 15 Según cómo se ve luego lo digo es así para que ella se roomba crujiente aquí como sea Sabiendo asociado y baja con amo a ti Mucho más dile que tenías antes y ahora a fuego porque pues ya cuando se ve que tiene nunca lo que cada uno ya dejé aquí como se ve la piel está crujiente se saca y se pone en un papel absorbente sin aceite para que escurra vamos sacando los que veamos que está mal,"['recet', 'mam', 'hiz', 'ric', 'torrezn', 'torrezn', 'sol', 'ingredient', 'tard', 'lleg', 'apur', 'suci', 'milan', 'part', 'ayer', 'acid', 'noch', 'asi', 'qued', 'fin', 'prepar', 'utiliz', '500', 'gram', 'lueg', 'aqu', '100', 'ml', 'aceit', 'oliv', 'pued', 'prepar', 'aperit', 'puest', 'aceit', 'sarten', 'pon', 'aceit', 'fri', 'empez', 'pon', 'sarten', 'fueg', 'principi', 'den', 'dia', '15', 'minut', 'fueg', 'minim', 'baj', 'suert', 'tod', 'gras', 'pued', 'fij', 'mantec', 'tocin', 'despues', 'llam', 'pas', 'minut', 'siguient', 'pas', 'pon', 'fueg', 'fuert', 'ben', 'mov', 'ahor', 'ten', 'minim', '10', 'minut', 'suert', 'tod', 'graci', 'asi', 'dej', 'sueñal', 'deb', 'fueg', 'baj', 'minim', '10', 'sin', '15', 'minut', 'puest', 'gent', 'fri', 'siguient', 'pas', 'darl', 'fueg', 'maxim', 'acab', 'dar', 'cel', 'dal', 'dia', 'minut', 'asi', '15', 'segun', 'com', 've', 'lueg', 'dig', 'asi', 'roomb', 'crujient', 'aqu', 'sab', 'asoci', 'baj', 'amo', 'dil', 'ahor', 'fueg', 'pues', 've', 'nunc', 'cad', 'dej', 'aqu', 've', 'piel', 'crujient', 'sac', 'pon', 'papel', 'absorbent', 'aceit', 'escurr', 'vam', 'sac', 'veam', 'mal']","  (17, 3)	1.0
  (25, 2)	1.0
  (28, 1)	1.0
  (34, 1)	1.0
  (36, 9)	1.0
  (37, 1)	1.0
  (40, 9)	1.0
  (42, 5)	1.0
  (46, 0)	1.0
  (47, 7)	1.0
  (48, 5)	1.0
  (49, 6)	1.0
  (50, 4)	1.0
  (60, 8)	1.0
  (61, 7)	1.0
  (63, 8)	1.0
  (64, 9)	1.0
  (65, 5)	1.0
  (71, 6)	1.0
  (73, 7)	1.0
  (77, 3)	1.0
  (81, 5)	1.0
  (82, 4)	1.0
  (83, 6)	1.0
  (86, 0)	1.0
  (87, 7)	1.0
  (92, 8)	1.0
  (94, 5)	1.0
  (101, 7)	1.0
  (102, 3)	1.0
  (103, 0)	1.0
  (106, 10)	1.0
  (109, 3)	1.0
  (112, 2)	1.0
  (115, 4)	1.0
  (119, 5)	1.0
  (121, 10)	1.0
  (125, 2)	1.0
  (126, 10)	1.0
  (130, 9)	1.0
  (133, 1)	1.0"
23,Patatas con huevos rotos _ Receta de Cocina en Familia.txt,Oigan a hacer una patata con huevo roto y lo ingredientes o patata es tan lavada y troceadas en el último enjuague y le echado agua caliente para que no se pegue el suerte un par de huevos para freír y unos pimientos y y un poco de Sara y ya el aceite de oliva los pimientos para quitarle la semilla cuento que le hablé para afuera le va a Matías para dentro para dentro toda la semilla y ya está preparado para estaban ante el lavabo para free diré el agua a las patatas le pone el aceite la sartén y ya estás amable yo se la quitó el agua se le pone a las a las patatas me puedes traer el aceite el aceite aceite abundante con aceite limpio para qué se puede utilizar para free otras cosas y se fue para la comida,"['oig', 'hac', 'patat', 'huev', 'rot', 'ingredient', 'patat', 'tan', 'lav', 'troc', 'ultim', 'enjuag', 'echad', 'agu', 'calient', 'peg', 'suert', 'par', 'huev', 'freir', 'pimient', 'sar', 'aceit', 'oliv', 'pimient', 'quit', 'semill', 'cuent', 'habl', 'afuer', 'va', 'mat', 'dentr', 'dentr', 'tod', 'semill', 'prepar', 'lavab', 'fre', 'dir', 'agu', 'patat', 'pon', 'aceit', 'sarten', 'amabl', 'quit', 'agu', 'pon', 'patat', 'pued', 'tra', 'aceit', 'aceit', 'aceit', 'abund', 'aceit', 'limpi', 'pued', 'utiliz', 'fre', 'cos', 'com']","  (2, 5)	1.0
  (3, 4)	1.0
  (6, 5)	1.0
  (13, 1)	1.0
  (18, 4)	1.0
  (20, 6)	1.0
  (22, 0)	1.0
  (24, 6)	1.0
  (25, 9)	1.0
  (26, 10)	1.0
  (32, 2)	1.0
  (33, 2)	1.0
  (35, 10)	1.0
  (38, 3)	1.0
  (40, 1)	1.0
  (41, 5)	1.0
  (42, 7)	1.0
  (43, 0)	1.0
  (46, 9)	1.0
  (47, 1)	1.0
  (48, 7)	1.0
  (49, 5)	1.0
  (50, 8)	1.0
  (52, 0)	1.0
  (53, 0)	1.0
  (54, 0)	1.0
  (56, 0)	1.0
  (58, 8)	1.0
  (60, 3)	1.0"
24,Montaditos de Chorizo y Pimiento _ Receta de Cocina en Familia.txt,m7jer de 2 montaditos de chorizo y 500 y para ello,"['m7jer', '2', 'montadit', 'choriz', '500', 'ello']","  (0, 3)	1.0
  (2, 4)	1.0
  (3, 1)	1.0
  (4, 0)	1.0
  (5, 2)	1.0"
25,Chicharritas o Mariquitas _ Receta de Cocina en Familia.txt,Mi mamá hace unas picaditas o Marita llamado llamado en Cuba tenemos para eso o plátano macho un plátano verde plátano para freír y aceite de girasol nada más vamos a empezar prepara el plátano plátano y después lo haremos o así con la mano sobre todo Ya está listo,"['mam', 'hac', 'unas', 'picadit', 'marit', 'llam', 'llam', 'cub', 'platan', 'mach', 'platan', 'verd', 'platan', 'freir', 'aceit', 'girasol', 'vam', 'empez', 'prep', 'platan', 'platan', 'despues', 'har', 'asi', 'man', 'list']","  (0, 12)	1.0
  (1, 7)	1.0
  (2, 18)	1.0
  (3, 15)	1.0
  (4, 14)	1.0
  (5, 10)	1.0
  (6, 10)	1.0
  (7, 2)	1.0
  (8, 16)	1.0
  (9, 11)	1.0
  (10, 16)	1.0
  (11, 20)	1.0
  (12, 16)	1.0
  (13, 5)	1.0
  (14, 0)	1.0
  (15, 6)	1.0
  (16, 19)	1.0
  (17, 4)	1.0
  (18, 17)	1.0
  (19, 16)	1.0
  (20, 16)	1.0
  (21, 3)	1.0
  (22, 8)	1.0
  (23, 1)	1.0
  (24, 13)	1.0
  (25, 9)	1.0"
26,Salmorejo de Piquillos _ Receta de Cocina en Familia.txt,Necesito que van a hacer hoy es un rico salmorejo de piquillo y para preparar está receta para 500 gramos de tomate 150 gramos suscríbete Y no olvides la campana para recibir las notificaciones,"['necesit', 'van', 'hac', 'hoy', 'ric', 'salmorej', 'piquill', 'prepar', 'recet', '500', 'gram', 'tomat', '150', 'gram', 'suscribet', 'olvid', 'campan', 'recib', 'notif']","  (0, 6)	1.0
  (1, 17)	1.0
  (2, 4)	1.0
  (3, 5)	1.0
  (4, 13)	1.0
  (5, 14)	1.0
  (6, 9)	1.0
  (7, 10)	1.0
  (8, 11)	1.0
  (9, 1)	1.0
  (10, 3)	1.0
  (11, 16)	1.0
  (12, 0)	1.0
  (13, 3)	1.0
  (14, 15)	1.0
  (15, 8)	1.0
  (16, 2)	1.0
  (17, 12)	1.0
  (18, 7)	1.0"
27,Tortilla de Guisantes con Jamón _ Receta de Cocina en Familia.txt,la receta que va hacer hoy en una receta como siempre muy sencilla y está muy rica es una tortilla de guisantes con jamón me voy a hacer para 4 personas tengo aquí los siguientes ingredientes 250 G de guisantes degradados hombres como estamos en temporada pero se puede darse durante todo el año con guisantes congelados segundo 90 G más o menos pesada la noche dejamos que troceado hacer burbujas porque lleva el jamón está sácala y aceite de oliva de 04 para hacer eso lo que vamos a utilizar para hacer esa sencilla y rica tortilla de queso con jamón no pasamos juegos rompe tan fácil olvidarte y dejamos allá te he puesto como unas 4 cucharadas de aceite de alta que sean caliente porque si no lo viste si se ponen en aceite caliente te voy a poner un poco de ella y los voy a tapar a fuego bajo y mientras tanto voy a batir los huevos parados Clara de la yema y bien pesada a baldi porque me gusta que estés bien parido los huevos porque sale más poca la tortilla y crece más y quedamos Julieta y todo,"['recet', 'va', 'hac', 'hoy', 'recet', 'siempr', 'sencill', 'ric', 'tortill', 'guisant', 'jamon', 'voy', 'hac', '4', 'person', 'aqu', 'siguient', 'ingredient', '250', 'g', 'guisant', 'degrad', 'hombr', 'tempor', 'pued', 'dars', 'año', 'guisant', 'congel', 'segund', '90', 'g', 'men', 'pes', 'noch', 'dej', 'troc', 'hac', 'burbuj', 'llev', 'jamon', 'sacal', 'aceit', 'oliv', '04', 'hac', 'vam', 'utiliz', 'hac', 'sencill', 'ric', 'tortill', 'ques', 'jamon', 'pas', 'jueg', 'romp', 'tan', 'facil', 'olvidart', 'dej', 'alla', 'puest', 'unas', '4', 'cuchar', 'aceit', 'alta', 'calient', 'si', 'vist', 'si', 'pon', 'aceit', 'calient', 'voy', 'pon', 'voy', 'tap', 'fueg', 'baj', 'mientr', 'voy', 'bat', 'huev', 'par', 'clar', 'yem', 'bien', 'pes', 'baldi', 'gust', 'bien', 'par', 'huev', 'sal', 'poc', 'tortill', 'crec', 'qued', 'juliet']","  (2, 2)	1.0
  (8, 4)	1.0
  (9, 1)	1.0
  (10, 3)	1.0
  (11, 5)	1.0
  (12, 2)	1.0
  (20, 1)	1.0
  (27, 1)	1.0
  (37, 2)	1.0
  (40, 3)	1.0
  (42, 0)	1.0
  (45, 2)	1.0
  (48, 2)	1.0
  (51, 4)	1.0
  (53, 3)	1.0
  (66, 0)	1.0
  (73, 0)	1.0
  (75, 5)	1.0
  (77, 5)	1.0
  (82, 5)	1.0
  (97, 4)	1.0"
28,Tacos de LECHUGA con POLLO oriental 🥬.txt,hola chicos hoy vamos a hacer una vamos a poner un poco de aceite en el wok y esto va rapidísimo todo el pollo salpimentado dentro si no tenéis go pues sartén dentro los pimientos la verdura si os apetece más tú quieres salir un chorrito de miel al gusto y el último meneito venga va yo un poquito de Cirat rocanrol,"['hol', 'chic', 'hoy', 'vam', 'hac', 'vam', 'pon', 'aceit', 'wok', 'va', 'rapidisim', 'poll', 'salpiment', 'dentr', 'si', 'go', 'pues', 'sarten', 'dentr', 'pimient', 'verdur', 'si', 'apetec', 'quier', 'sal', 'chorrit', 'miel', 'gust', 'ultim', 'meneit', 'veng', 'va', 'poquit', 'cirat', 'rocanrol']","  (0, 9)	1.0
  (1, 2)	1.0
  (2, 10)	1.0
  (3, 27)	1.0
  (4, 8)	1.0
  (5, 27)	1.0
  (6, 15)	1.0
  (7, 0)	1.0
  (8, 30)	1.0
  (9, 26)	1.0
  (10, 19)	1.0
  (11, 14)	1.0
  (12, 22)	1.0
  (13, 5)	1.0
  (14, 24)	1.0
  (15, 6)	1.0
  (16, 17)	1.0
  (17, 23)	1.0
  (18, 5)	1.0
  (19, 13)	1.0
  (20, 29)	1.0
  (21, 24)	1.0
  (22, 1)	1.0
  (23, 18)	1.0
  (24, 21)	1.0
  (25, 3)	1.0
  (26, 12)	1.0
  (27, 7)	1.0
  (28, 25)	1.0
  (29, 11)	1.0
  (30, 28)	1.0
  (31, 26)	1.0
  (32, 16)	1.0
  (33, 4)	1.0
  (34, 20)	1.0"
29,CARPACCIO de ternera _ Muy fácil y rápido.txt,chicos vamos a preparar un plato súper sencillo pero muy muy resultón es un carpaccio que yo lo he comprado hecho define paquetitos si no compráis carne de solomillo ser posible a congeláis y a la mina es que es mucha mucho trabajo vamos a hacer con melón y necesitaremos un poco de limón y está más de parmesano pimienta sal aceite de oliva vinagre balsámico orégano y canónigos y rúcula con este cacharro yo le llamo sacabolas pero se llama cuchara Parisien vamos a ir sacando bolitas de melón ahora vamos a preparar una vinagreta aceite de oliva las cantidades un poco a vuestro una pista vinagre balsámico pimienta medio limón y con un horario llevamos las hojitas y colocarlo luego el melón y ahora estoy poniendo en casa hablando con ellos el grupo bueno no esas cositas moradas que son de una bolsa están la vinagreta y después pondremos en el parmesano bueno chicos pues esto,"['chic', 'vam', 'prepar', 'plat', 'sup', 'sencill', 'resulton', 'carpacci', 'compr', 'hech', 'defin', 'paquetit', 'si', 'compr', 'carn', 'solomill', 'ser', 'posibl', 'congel', 'min', 'much', 'trabaj', 'vam', 'hac', 'melon', 'necesit', 'limon', 'parmesan', 'pimient', 'sal', 'aceit', 'oliv', 'vinagr', 'balsam', 'oregan', 'canonig', 'rucul', 'cacharr', 'llam', 'sacabol', 'llam', 'cuch', 'parisi', 'vam', 'ir', 'sac', 'bolit', 'melon', 'ahor', 'vam', 'prepar', 'vinagret', 'aceit', 'oliv', 'cantidad', 'pist', 'vinagr', 'balsam', 'pimient', 'medi', 'limon', 'horari', 'llev', 'hojit', 'coloc', 'lueg', 'melon', 'ahor', 'pon', 'cas', 'habl', 'grup', 'buen', 'cosit', 'mor', 'bols', 'vinagret', 'despues', 'pondr', 'parmesan', 'buen', 'chic', 'pues']","  (0, 4)	1.0
  (1, 13)	1.0
  (2, 12)	1.0
  (8, 5)	1.0
  (13, 5)	1.0
  (22, 13)	1.0
  (24, 8)	1.0
  (26, 6)	1.0
  (27, 10)	1.0
  (28, 11)	1.0
  (30, 0)	1.0
  (31, 9)	1.0
  (32, 14)	1.0
  (33, 2)	1.0
  (38, 7)	1.0
  (40, 7)	1.0
  (43, 13)	1.0
  (47, 8)	1.0
  (48, 1)	1.0
  (49, 13)	1.0
  (50, 12)	1.0
  (51, 15)	1.0
  (52, 0)	1.0
  (53, 9)	1.0
  (56, 14)	1.0
  (57, 2)	1.0
  (58, 11)	1.0
  (60, 6)	1.0
  (66, 8)	1.0
  (67, 1)	1.0
  (72, 3)	1.0
  (76, 15)	1.0
  (79, 10)	1.0
  (80, 3)	1.0
  (81, 4)	1.0"
30,Salchichas Encebolladas _ Receta de Cocina en Familia.txt,la receta que quiero hacer hoy una deliciosa salchicha encebollada y para ello tengo aquí los siguientes ingredientes 5 800 G de salchicha 150 g de queso rallado 100 ML de vino blanco y aceite 5 minutos,"['recet', 'quier', 'hac', 'hoy', 'delici', 'salchich', 'enceboll', 'ello', 'aqu', 'siguient', 'ingredient', '5', '800', 'g', 'salchich', '150', 'g', 'ques', 'rall', '100', 'ml', 'vin', 'blanc', 'aceit', '5', 'minut']","  (0, 17)	1.0
  (1, 15)	1.0
  (2, 9)	1.0
  (3, 10)	1.0
  (4, 6)	1.0
  (5, 18)	1.0
  (6, 8)	1.0
  (7, 7)	1.0
  (8, 4)	1.0
  (9, 19)	1.0
  (10, 11)	1.0
  (12, 2)	1.0
  (14, 18)	1.0
  (15, 1)	1.0
  (17, 14)	1.0
  (18, 16)	1.0
  (19, 0)	1.0
  (20, 13)	1.0
  (21, 20)	1.0
  (22, 5)	1.0
  (23, 3)	1.0
  (25, 12)	1.0"
31,Mejillones en Vinagreta _ Receta de Cocina en Familia.txt,un entrante Qué son unos mejillones en vinagreta ingredientes,"['entrant', 'mejillon', 'vinagret', 'ingredient']","  (0, 0)	1.0
  (1, 2)	1.0
  (2, 3)	1.0
  (3, 1)	1.0"
32,Empanadillas de Pan de Molde _ Receta de Cocina en Familia.txt,la receta que mamá Se oye muy fácil y económica es una empanadilla de pan de molde para eso tengo aquí pan de molde sin corteza corteza un bote de tomate frito de los pequeños una lata pequeña de atún y un huevo duro fastidioso ingrediente notificaciones,"['recet', 'mam', 'oye', 'facil', 'econom', 'empanadill', 'pan', 'mold', 'aqu', 'pan', 'mold', 'cortez', 'cortez', 'bot', 'tomat', 'frit', 'pequeñ', 'lat', 'pequeñ', 'atun', 'huev', 'dur', 'fastidi', 'ingredient', 'notif']","  (0, 19)	1.0
  (1, 13)	1.0
  (2, 16)	1.0
  (3, 7)	1.0
  (4, 5)	1.0
  (5, 6)	1.0
  (6, 17)	1.0
  (7, 14)	1.0
  (8, 0)	1.0
  (9, 17)	1.0
  (10, 14)	1.0
  (11, 3)	1.0
  (12, 3)	1.0
  (13, 2)	1.0
  (14, 20)	1.0
  (15, 9)	1.0
  (16, 18)	1.0
  (17, 12)	1.0
  (18, 18)	1.0
  (19, 1)	1.0
  (20, 10)	1.0
  (21, 4)	1.0
  (22, 8)	1.0
  (23, 11)	1.0
  (24, 15)	1.0"
33,Salmorejo _ Receta de Cocina en Familia.txt,la receta Qué vamos a hacer hoy en un rico salmorejo esto es una cosa y va muy bien para ahora la fecha que estamos porque muy refrescante tengo aquí lo siguiente ingredientes para preparar como siempre muy sencillo la elaboración tengo aquí con la piel y todos los tomates maduros pero no Blandón kilo de tomate 200g de Moya debajo de un pan grande solamente a la boya Del día anterior un diente de ajo pelado el aceite de una se puede poner y que se decía yo tengo aquí 50 ML de aceite de oliva virgen y luego para poner Juana que ya preparado para ponerlo por encima tacos de jamón serrano y un huevo cocido duro empiezo conoce a los tomates Cómo digo lo preparo así con la piel y todo puesto que le puede lo paso por él y no solamente le quitó la parte de arriba del sonata partitura,"['recet', 'vam', 'hac', 'hoy', 'ric', 'salmorej', 'cos', 'va', 'bien', 'ahor', 'fech', 'refresc', 'aqu', 'siguient', 'ingredient', 'prepar', 'siempr', 'sencill', 'elabor', 'aqu', 'piel', 'tomat', 'madur', 'blandon', 'kil', 'tomat', '200g', 'moy', 'debaj', 'pan', 'grand', 'sol', 'boy', 'dia', 'anterior', 'dient', 'ajo', 'pel', 'aceit', 'pued', 'pon', 'dec', 'aqu', '50', 'ml', 'aceit', 'oliv', 'virg', 'lueg', 'pon', 'juan', 'prepar', 'pon', 'encim', 'tac', 'jamon', 'serran', 'huev', 'coc', 'dur', 'empiez', 'conoc', 'tomat', 'com', 'dig', 'prepar', 'asi', 'piel', 'puest', 'pued', 'pas', 'sol', 'quit', 'part', 'arrib', 'sonat', 'partitur']","  (12, 1)	1.0
