,Titulo,Texto,textoPLN,tf-idf
5,LA MEJOR ENSALADILLA RUSA DE VALENCIA.txt,cada año voy a Andalucía por Navidad y de regreso a Barcelona siempre para comer en Valencia es una ciudad que gastronomicamente ha crecido muchísimo encanta probar alguno de sus restaurantes jarabes que vendo Valencia es una ciudad preciosa muy bien comunicada tiene un clima privilegiado Insurgentes absurdamente encantadora la oferta turística da para pasar unos cuantos días estupendos impresionantes los frescos de la parroquia de San Nicolás la lonja de mercaderes la Catedral con dos cuadros de Goya o la ciudad de las artes y las ciencias es una ciudad que recomiendo a todo el mundo si algún día tengo que dejar Barcelona creo que me vendría a vivir aquí una de las tapas más típicas de valencia es la ensaladilla rusa los estados para las mejores de la ciudad son interminables pero raro es el que no incluye las ensaladillas de dos de sus mejores Qué es planificar Camarena y la dirigente papi insisto aparecen en casi todos los listados Incluso el periodista José Carlos capel has considerado en un artículo como las dos mejores no solo de valencia sino de toda España y no es el único que vamos a arreglarnos la ciudad y probar ambas ensaladillas elegiremos una de ellas para reproducirla mi cocina empezamos en el canalla bistro de Ricardo Camarena donde sirven una ensaladilla rusa coronada con una curiosa espuma de actitudes que envuelve con su sabor todo el plato Vicente Patiño sirve su ensaladilla rusa los restaurantes Tráete Izúcar es también una versión muy sencilla y lo secreto es dejarla marinar toda la noche incorporar la mayonesa justo antes de servir las dos están muy ricas y me gustaron prácticamente por igual Pero reconozco que mi idea fue hacer desde el principio la de pandemia debido a la buena fama que arrastran saladilla desde hace bastantes años Así que será esa la elegida dependerá de vosotros y vuestros comentarios si querés que te produzca más también la de Camarena empezamos cociendo los ingredientes crudos para ellos le quitamos el tallo a las zanahorias y las ponemos en una olla con agua fría sin necesidad de pelarlas a continuación ponemos 3 patatas medianas de la variedad Mona Lisa y acabamos con un par de huevos tamaño L para la receta utilizar es solo un huevo pero yo por si acaso siempre cuesta alguno demás un poco de sal y dejamos cocer a fuego medio durante 30 minutos a los 13 minutos retiramos los huevos y los colocamos en un Bowl con agua con hielo las patatas y las zanahorias las dejaremos hasta cumplir los 30 minutos o hasta que al pinchar con un cuchillo la patata está se caiga una vez frías las patatas y zanahorias ya podemos empezar a preparar la ensaladilla además de los ingredientes que hemos cocido está ensaladilla es muy sencilla y lleva pepinillos en vinagre y atún hito del Norte desmigado pelamos los huevos de los cuales solo Vamos a utilizar las claras las 10 más en este caso no las vamos a necesitar Aunque poder reservar las para otra preparación pelamos las patatas y quitamos las posibles impurezas que tenga pelamos Igualmente las zanahorias la patata la vamos a echar scar es muy sencillo cortamos las patatas en tiras largas y Luego chateamos pequeños y finos trozos con la ayuda de una puntilla la zanahoria la vamos a picar muy finamente primero cortamos en láminas y luego en finas tiras para finalmente picarla en trocitos pequeños la echamos árbol junto a las patatas picamos las claras de un huevo cocido y también árbol recordar que las cantidades en una ensaladilla rusa van mucho en función de nuestro gusto picamos el láminas de cuatro a seis pepinillos explicamos en trozos pequeños y los incorporamos también al Ball por último añadimos 100 g de bonito del Norte en aceite de oliva escurrido y desmigado mezclamos bien echamos tres o cuatro cucharadas soperas de agua de los pepinillos y dos cucharadas del mismo aceite del atún removemos y rectificamos de sal si fuera necesario y aquí viene la principal peculiaridad descansa ladilla tapamos con film transparente y la reservamos en la nevera durante toda la noche al día siguiente y justo antes de servir incorporamos cuatro o cinco cucharadas soperas de mayonesa hacer posible casera y mezclamos bien esa ensaladilla no llevaba mucha mayonesa Así que voy echando cucharadas y mezclando hasta conseguir más o menos la misma mezcla que la ensaladilla que proveen sukarne perdimos en el bol de presentación una cantidad generosa ensaladilla echamos un chorrito de un buen aceite de oliva virgen extra el aceite de convencer a la poca cantidad de mayonesa o sea seguro que le da un toque genial y acompañamos con unos palitos de pan yo desde que descubrí la mezcla de palitos ensaladilla no la he vuelto a comer con otra cosa pienso volver a Valencia Como cada año Así que decirme los comentarios que ensaladilla rusa sus pares en las más ricas de la ciudad la vela Ricardo la de la tarjeta del Mercado La caramelizada belleza negra la de Ramsés las quiero hacerte todas a la próxima receta no faltes,"['cad', 'año', 'voy', 'andaluc', 'navid', 'regres', 'barcelon', 'siempr', 'com', 'valenci', 'ciud', 'gastronom', 'crec', 'muchisim', 'encant', 'prob', 'algun', 'restaur', 'jarab', 'vend', 'valenci', 'ciud', 'precios', 'bien', 'comunic', 'clim', 'privilegi', 'insurgent', 'absurd', 'encant', 'ofert', 'turist', 'da', 'pas', 'cuant', 'dias', 'estupend', 'impresion', 'fresc', 'parroqui', 'san', 'nicolas', 'lonj', 'mercader', 'catedral', 'dos', 'cuadr', 'goy', 'ciud', 'artes', 'cienci', 'ciud', 'recom', 'mund', 'si', 'algun', 'dia', 'dej', 'barcelon', 'cre', 'vendr', 'viv', 'aqu', 'tap', 'tipic', 'valenci', 'ensaladill', 'rus', 'mejor', 'ciud', 'intermin', 'rar', 'inclu', 'ensaladill', 'dos', 'mejor', 'planific', 'camaren', 'dirigent', 'papi', 'insist', 'aparec', 'casi', 'list', 'inclus', 'period', 'jos', 'carl', 'capel', 'consider', 'articul', 'dos', 'mejor', 'sol', 'valenci', 'sin', 'tod', 'españ', 'unic', 'vam', 'arregl', 'ciud', 'prob', 'ambas', 'ensaladill', 'eleg', 'reproduc', 'cocin', 'empez', 'canall', 'bistr', 'ricard', 'camaren', 'sirv', 'ensaladill', 'rus', 'coron', 'curios', 'espum', 'actitud', 'envuelv', 'sabor', 'plat', 'vicent', 'patiñ', 'sirv', 'ensaladill', 'rus', 'restaur', 'traet', 'izuc', 'version', 'sencill', 'secret', 'dej', 'marin', 'tod', 'noch', 'incorpor', 'mayones', 'just', 'serv', 'dos', 'ric', 'gust', 'practic', 'igual', 'reconozc', 'ide', 'hac', 'principi', 'pandemi', 'deb', 'buen', 'fam', 'arrastr', 'saladill', 'hac', 'bastant', 'años', 'asi', 'eleg', 'depend', 'comentari', 'si', 'queres', 'produzc', 'camaren', 'empez', 'coc', 'ingredient', 'crud', 'quit', 'tall', 'zanahori', 'pon', 'olla', 'agu', 'fri', 'neces', 'pel', 'continu', 'pon', '3', 'patat', 'median', 'varied', 'mon', 'lis', 'acab', 'par', 'huev', 'tamañ', 'l', 'recet', 'utiliz', 'sol', 'huev', 'si', 'acas', 'siempr', 'cuest', 'algun', 'demas', 'sal', 'dej', 'coc', 'fueg', 'medi', '30', 'minut', '13', 'minut', 'retir', 'huev', 'coloc', 'bowl', 'agu', 'hiel', 'patat', 'zanahori', 'dej', 'cumpl', '30', 'minut', 'pinch', 'cuchill', 'patat', 'caig', 'vez', 'fri', 'patat', 'zanahori', 'pod', 'empez', 'prepar', 'ensaladill', 'ademas', 'ingredient', 'coc', 'ensaladill', 'sencill', 'llev', 'pepinill', 'vinagr', 'atun', 'hit', 'nort', 'desmig', 'pel', 'huev', 'cual', 'sol', 'vam', 'utiliz', 'clar', '10', 'cas', 'vam', 'necesit', 'aunqu', 'pod', 'reserv', 'prepar', 'pel', 'patat', 'quit', 'posibl', 'impurez', 'pel', 'igual', 'zanahori', 'patat', 'vam', 'echar', 'scar', 'sencill', 'cort', 'patat', 'tir', 'larg', 'lueg', 'chat', 'pequeñ', 'fin', 'troz', 'ayud', 'puntill', 'zanahori', 'vam', 'pic', 'fin', 'primer', 'cort', 'lamin', 'lueg', 'fin', 'tir', 'final', 'pic', 'trocit', 'pequeñ', 'echam', 'arbol', 'junt', 'patat', 'pic', 'clar', 'huev', 'coc', 'arbol', 'record', 'cantidad', 'ensaladill', 'rus', 'van', 'funcion', 'gust', 'pic', 'lamin', 'cuatr', 'seis', 'pepinill', 'explic', 'troz', 'pequeñ', 'incorpor', 'ball', 'ultim', 'añad', '100', 'g', 'bonit', 'nort', 'aceit', 'oliv', 'escurr', 'desmig', 'mezcl', 'bien', 'echam', 'tres', 'cuatr', 'cuchar', 'soper', 'agu', 'pepinill', 'dos', 'cuchar', 'mism', 'aceit', 'atun', 'remov', 'rectific', 'sal', 'si', 'necesari', 'aqu', 'vien', 'principal', 'peculiar', 'descans', 'ladill', 'tap', 'film', 'transparent', 'reserv', 'never', 'tod', 'noch', 'dia', 'siguient', 'just', 'serv', 'incorpor', 'cuatr', 'cinc', 'cuchar', 'soper', 'mayones', 'hac', 'posibl', 'caser', 'mezcl', 'bien', 'ensaladill', 'llev', 'much', 'mayones', 'asi', 'voy', 'echand', 'cuchar', 'mezcl', 'consegu', 'men', 'mism', 'mezcl', 'ensaladill', 'prov', 'sukarn', 'perd', 'bol', 'present', 'cantid', 'gener', 'ensaladill', 'echam', 'chorrit', 'buen', 'aceit', 'oliv', 'virg', 'extra', 'aceit', 'convenc', 'poc', 'cantid', 'mayones', 'segur', 'da', 'toqu', 'genial', 'acompañ', 'palit', 'pan', 'descubr', 'mezcl', 'palit', 'ensaladill', 'vuelt', 'com', 'cos', 'piens', 'volv', 'valenci', 'cad', 'año', 'asi', 'dec', 'comentari', 'ensaladill', 'rus', 'par', 'ric', 'ciud', 'vel', 'ricard', 'tarjet', 'merc', 'carameliz', 'bellez', 'negr', 'ramses', 'quier', 'hacert', 'tod', 'proxim', 'recet', 'falt']","  (66, 0)	1.0
  (73, 0)	1.0
  (104, 0)	1.0
  (114, 0)	1.0
  (126, 0)	1.0
  (236, 0)	1.0
  (240, 0)	1.0
  (313, 0)	1.0
  (385, 0)	1.0
  (398, 0)	1.0
  (406, 0)	1.0
  (429, 0)	1.0
  (441, 0)	1.0"
6,TALLARINES CON SALSA ESPECIAL.txt,hoy vamos hacer espaguetis con salsa especial la llamo así porque es una farsa distinta es como una especie de crema y bueno yo le llamo salsa especial lleva chorizo sal azúcar tomate frito espagueti o la pasta que os apetezca le dije evaporada con harta aceite cebolla y puerro en Nuestro cielo la cebolla y el perro y ahora en una sartén con aceite calentito lo vamos a freír bien añadiéndole sal y una vez que lo tengamos bien fritito lo retiraremos ya tenemos frita la cebolla y el puerro y Ahora la vamos a sacar un plato escurriendo Leslie del aceite una vez Sacada la cebolla y el pie en el mismo aceite y tú vamos a freír un trozo de chorizo vamos a referir bien para quitarle la grasa y te coja el saborcito de frito y una vez que esté escrito lo retiraremos con la cebolla ya tenemos fritos chorizo Así que ahora lo vamos a retirar y este aceite nos vamos a tirar porque contiene la grasa que ha soltado el chorizo Entonces ellos no lo no la uso simplemente vamos a retirar el chorizo y continuaremos aquí tenemos en un plato la cebolla el puerro y el chorizo y ahora todo esto lo vamos a volver a poner en una sartén ya tenemos nuevamente en una sartén sin añadirle aceite ni nada simplemente hemos puesto las verduritas y el chorizo bien escurridizo todos tómate frito freímos todo esto bien y G Añadir la leche evaporada sirve medir la leche evaporada que no nada porque la leche evaporada tiene menos grasa es menos menos consistente Entonces para hacer salsas me gusta más entonces le echamos la salud la leche evaporada como medio bote dependiendo de la cantidad de salsa que queramos hacer esto de Sara dejaremos calentar todo esto bien lo probaremos a ver qué tal está de sal y de azúcar y a continuación lo batiremos ya se ha calentado todos junticos y ahora ya no vamos a verter en un recipiente para batirlo ya tenemos batir en nuestra salsa ya quedaremos chica si no te haces que está demasiado espesa en lugar de seguir añadiendo la leche evaporada yo lo que hago es añadirle leche simplemente leche incluso desnatada para que no tenga tanta grasa y no sea tan contundente simplemente es aligerar la ciber y que resulta demasiado espesa Y bueno pues ahora ya Solo queda añadirse la a la pasta y saborearla y bueno y disfrutar porque a mí me encanta para cocer la pasta ponemos una cazuela con abundante agua y añadimos sal y una cerradita pequeña de aceite ahora esperaremos a que hierva una vez que hierva borbotones añadiremos la pasta ya está hirviendo el agua borbotones ahora le añadimos la pasta daño con la pasta que queramos hacer el profe miento siempre el mismo agua con sal y aceite y cuando hierva introducimos la pasta ahora Una vez que se sumerja todas las removeremos con una cuchara de madera porque al principio sí no es posible que tiende a pegarse en la cajuela entonces hay que remover la pasta siempre que le hacemos al agua ahora la mantendremos hirviendo destapada hasta que probemos con un tenedor un espagueti y veamos que está blandito pero en el centro tiene un poquito de él no de dureza pero llegué más consistencia claro eso esa a gusto de cada uno a mí me gusta la pasta un poquito al dente si no pues seguir las instrucciones que dan en los paquetes y más o menos os hacéis una idea con esos tiempos de probar a veces Parece ser que no me gustó tienen un conflicto de consistencia en el centro y ahora nos vamos a escurrir completamente si no nos pusimos a comer ahora mismo y por ejemplo saltarse una hora para comer o incluso más tiempo ahora lo pasaríamos nos escurrir y amos y los pasaríamos por el Grifo con agua fría de manera que se les fuese el almidón que tienen para que estemos quedarse luego suelte ricos solo queríamos luego en una cazuela de salida diríamos un poquitito de aceite los reno veríamos y así en frío se nos queda senos conservarían hasta que los utilización nos está en nuestro plato ya de pasta con la salsa para consiste en mezclar lo todos y nos apetece hoy cogiendo un poquito de cada cosa pero os puedo asegurar que está salsa Está riquísima,"['hoy', 'vam', 'hac', 'espaguetis', 'sals', 'especial', 'llam', 'asi', 'fars', 'distint', 'especi', 'crem', 'buen', 'llam', 'sals', 'especial', 'llev', 'choriz', 'sal', 'azuc', 'tomat', 'frit', 'espagueti', 'past', 'apetezc', 'dij', 'evapor', 'hart', 'aceit', 'ceboll', 'puerr', 'ciel', 'ceboll', 'perr', 'ahor', 'sarten', 'aceit', 'calentit', 'vam', 'freir', 'bien', 'añad', 'sal', 'vez', 'bien', 'fritit', 'retir', 'frit', 'ceboll', 'puerr', 'ahor', 'vam', 'sac', 'plat', 'escurr', 'lesli', 'aceit', 'vez', 'sac', 'ceboll', 'pie', 'mism', 'aceit', 'vam', 'freir', 'troz', 'choriz', 'vam', 'refer', 'bien', 'quit', 'gras', 'coj', 'saborcit', 'frit', 'vez', 'escrit', 'retir', 'ceboll', 'frit', 'choriz', 'asi', 'ahor', 'vam', 'retir', 'aceit', 'vam', 'tir', 'contien', 'gras', 'solt', 'choriz', 'entonc', 'uso', 'simplement', 'vam', 'retir', 'choriz', 'continu', 'aqu', 'plat', 'ceboll', 'puerr', 'choriz', 'ahor', 'vam', 'volv', 'pon', 'sarten', 'nuev', 'sarten', 'añad', 'aceit', 'simplement', 'puest', 'verdurit', 'choriz', 'bien', 'escurridiz', 'tomat', 'frit', 'freim', 'bien', 'g', 'añad', 'lech', 'evapor', 'sirv', 'med', 'lech', 'evapor', 'lech', 'evapor', 'men', 'gras', 'men', 'men', 'consistent', 'entonc', 'hac', 'sals', 'gust', 'entonc', 'echam', 'salud', 'lech', 'evapor', 'medi', 'bot', 'depend', 'cantid', 'sals', 'quer', 'hac', 'sar', 'dej', 'calent', 'bien', 'prob', 'ver', 'tal', 'sal', 'azuc', 'continu', 'bat', 'calent', 'juntic', 'ahor', 'vam', 'vert', 'recipient', 'bat', 'bat', 'sals', 'qued', 'chic', 'si', 'hac', 'demasi', 'espes', 'lug', 'segu', 'añad', 'lech', 'evapor', 'hag', 'añad', 'lech', 'simplement', 'lech', 'inclus', 'desnat', 'tant', 'gras', 'tan', 'contundent', 'simplement', 'aliger', 'cib', 'result', 'demasi', 'espes', 'buen', 'pues', 'ahor', 'sol', 'qued', 'añad', 'past', 'sabor', 'buen', 'disfrut', 'encant', 'coc', 'past', 'pon', 'cazuel', 'abund', 'agu', 'añad', 'sal', 'cerradit', 'pequeñ', 'aceit', 'ahor', 'esper', 'hierv', 'vez', 'hierv', 'borboton', 'añad', 'past', 'hirv', 'agu', 'borboton', 'ahor', 'añad', 'past', 'dañ', 'past', 'quer', 'hac', 'prof', 'mient', 'siempr', 'mism', 'agu', 'sal', 'aceit', 'hierv', 'introduc', 'past', 'ahor', 'vez', 'sumerj', 'tod', 'remov', 'cuch', 'mader', 'principi', 'posibl', 'tiend', 'peg', 'cajuel', 'entonc', 'remov', 'past', 'siempr', 'hac', 'agu', 'ahor', 'mantendr', 'hirv', 'destap', 'prob', 'tenedor', 'espagueti', 'veam', 'blandit', 'centr', 'poquit', 'durez', 'lleg', 'consistent', 'clar', 'gust', 'cad', 'gust', 'past', 'poquit', 'dent', 'si', 'pues', 'segu', 'instruccion', 'dan', 'paquet', 'men', 'hac', 'ide', 'tiemp', 'prob', 'vec', 'parec', 'ser', 'gust', 'conflict', 'consistent', 'centr', 'ahor', 'vam', 'escurr', 'complet', 'si', 'pus', 'com', 'ahor', 'mism', 'ejempl', 'salt', 'hor', 'com', 'inclus', 'tiemp', 'ahor', 'pas', 'escurr', 'amos', 'pas', 'grif', 'agu', 'fri', 'maner', 'almidon', 'qued', 'lueg', 'suelt', 'ric', 'sol', 'quer', 'lueg', 'cazuel', 'sal', 'dir', 'poquitit', 'aceit', 'ren', 'ver', 'asi', 'fri', 'qued', 'sen', 'conserv', 'utiliz', 'plat', 'past', 'sals', 'cons', 'mezcl', 'apetec', 'hoy', 'cog', 'poquit', 'cad', 'cos', 'pued', 'asegur', 'sals', 'riquisim']","  (1, 4)	1.0
  (23, 3)	1.0
  (28, 0)	1.0
  (34, 1)	1.0
  (36, 0)	1.0
  (38, 4)	1.0
  (41, 2)	1.0
  (50, 1)	1.0
  (51, 4)	1.0
  (56, 0)	1.0
  (62, 0)	1.0
  (63, 4)	1.0
  (67, 4)	1.0
  (82, 1)	1.0
  (83, 4)	1.0
  (85, 0)	1.0
  (86, 4)	1.0
  (95, 4)	1.0
  (104, 1)	1.0
  (105, 4)	1.0
  (111, 2)	1.0
  (112, 0)	1.0
  (124, 2)	1.0
  (167, 1)	1.0
  (168, 4)	1.0
  :	:
  (204, 1)	1.0
  (207, 2)	1.0
  (208, 3)	1.0
  (214, 3)	1.0
  (219, 2)	1.0
  (223, 0)	1.0
  (224, 1)	1.0
  (230, 2)	1.0
  (231, 3)	1.0
  (235, 1)	1.0
  (236, 2)	1.0
  (237, 3)	1.0
  (239, 3)	1.0
  (248, 0)	1.0
  (251, 3)	1.0
  (252, 1)	1.0
  (266, 3)	1.0
  (270, 1)	1.0
  (288, 3)	1.0
  (309, 1)	1.0
  (310, 4)	1.0
  (316, 1)	1.0
  (324, 1)	1.0
  (345, 0)	1.0
  (355, 3)	1.0"
7,PATATAS CON 🐟🥔BACALAO Y ARROZ🐟🥔.txt,vamos a preparar patatas con bacalao Hay arroz para ello necesitamos patatas bacalao que tenemos Ya déjala o unos dientes de ajo perejil y Laurel cebolla pimiento rojo sal harina pimentón dulce aceite de oliva sume de pescado y arroz hemos escurrido bien de agua los Trozos de bacalao nos vamos a pasar por harina y los vamos a freír en una sartén con aceite caliente cuando lo saquemos lo reservaremos para Añadir Celos al piso más tarde una vez tenemos gritos los Trozos de bacalao vamos a colar el aceite dónde lo llevó frito con un colador y lo vamos a pasar al recipiente a la cartera dónde vamos a hacer el guiso a continuación hemos trocear un media cebolla y un trozo de pimiento rojo así como uno de los dientes de ajo se lo hemos abrigado para estos tres ingredientes nos vamos a poner en la tartera donde hemos colado el aceite de freír el bacalao y lo vamos a referir todo bien añadiéndole un poquito de sal mientras se lo escriben las verduritas hemos puesto en el mortero el otro diente de ajo y el primer hijo de perejil ahora lo vamos a machacar bien ya tenemos fritas las verduritas Así que ahora vamos a seguirle las patatas que hemos pelado lavado y cascarón Así que ahora las patatas van a la cazuela llegaremos un poco las patatas o las verduras y a continuación añadiremos media cucharadita de pimentón dulce y dos cucharadas soperas de tomate frito una reseña libro el pimentón tomate removeremos ya por último no se daña la hoja de laurel en caldo de pescado para cubrir las patatas y una picada de ajo y perejil el pimentón y el tomate frito añadimos el caldo hasta cubrir las patatas tenés en cuenta que luego cuando se añada el arroz va a esperar bastante Así que el guiso tiene que tener bastante caldo al principio ahora a continuación añadiremos la picada de ajo y perejil ahora vamos a ir también los Trozos de bacalao y la hoja de laurel y dejaremos que hierva todo suave como unos 30 minutos y añadiremos al aunque no demasiada porque puede que el bacalao suelte un poco de sal Entonces vamos a Añadir ahora de momento boca sal e iremos viendo conforme se vaya a elaborando el guiso Así que ahora a introducir el bacalao y el laurel una vez que hayan transcurrido Unos 30 minutos hacia jugo suave añadiremos dos puñados de arroz y lo dejaremos cocer unos 18 minutos con ello habrá concluido ya la elaboración Eso sí probaremos el caldo para ver si le hace falta un poquito de sal o por el contrario tenemos que añadirle agua Si vemos que queda demasiado espeso Añadir el arroz es olvidemos vientre después de media hora vamos a salir por si dos médicos hierro dejaremos ahora que que se cueza el arroz y probaremos el caldito a ver si está nuestro gusto Ya solo nos quedara servir ya tenemos terminadas nuestras patatas con bacalao y arroz y avispa el caldito estaba tenemos chico Porque en la ropa soltando el almidón y quedará salchitacos más cremosa Así que ahora ya a coger una cuchara y matarile y aquí os muestro un estupendo plato de nuestras patatas que está diciendo como,"['vam', 'prepar', 'patat', 'bacala', 'arroz', 'ello', 'necesit', 'patat', 'bacala', 'dejal', 'dient', 'ajo', 'perejil', 'laurel', 'ceboll', 'pimient', 'roj', 'sal', 'harin', 'pimenton', 'dulc', 'aceit', 'oliv', 'sum', 'pesc', 'arroz', 'escurr', 'bien', 'agu', 'troz', 'bacala', 'vam', 'pas', 'harin', 'vam', 'freir', 'sarten', 'aceit', 'calient', 'saqu', 'reserv', 'añad', 'cel', 'pis', 'tard', 'vez', 'grit', 'troz', 'bacala', 'vam', 'col', 'aceit', 'dond', 'llev', 'frit', 'colador', 'vam', 'pas', 'recipient', 'carter', 'dond', 'vam', 'hac', 'guis', 'continu', 'troc', 'medi', 'ceboll', 'troz', 'pimient', 'roj', 'asi', 'dient', 'ajo', 'abrig', 'tres', 'ingredient', 'vam', 'pon', 'tarter', 'col', 'aceit', 'freir', 'bacala', 'vam', 'refer', 'bien', 'añad', 'poquit', 'sal', 'mientr', 'escrib', 'verdurit', 'puest', 'morter', 'dient', 'ajo', 'prim', 'hij', 'perejil', 'ahor', 'vam', 'machac', 'bien', 'frit', 'verdurit', 'asi', 'ahor', 'vam', 'segu', 'patat', 'pel', 'lav', 'cascaron', 'asi', 'ahor', 'patat', 'van', 'cazuel', 'lleg', 'patat', 'verdur', 'continu', 'añad', 'medi', 'cucharadit', 'pimenton', 'dulc', 'dos', 'cuchar', 'soper', 'tomat', 'frit', 'reseñ', 'libr', 'pimenton', 'tomat', 'remov', 'ultim', 'dañ', 'hoj', 'laurel', 'cald', 'pesc', 'cubr', 'patat', 'pic', 'ajo', 'perejil', 'pimenton', 'tomat', 'frit', 'añad', 'cald', 'cubr', 'patat', 'tenes', 'cuent', 'lueg', 'añad', 'arroz', 'va', 'esper', 'bastant', 'asi', 'guis', 'ten', 'bastant', 'cald', 'principi', 'ahor', 'continu', 'añad', 'pic', 'ajo', 'perejil', 'ahor', 'vam', 'ir', 'troz', 'bacala', 'hoj', 'laurel', 'dej', 'hierv', 'suav', '30', 'minut', 'añad', 'aunqu', 'demasi', 'pued', 'bacala', 'suelt', 'sal', 'entonc', 'vam', 'añad', 'ahor', 'moment', 'boc', 'sal', 'irem', 'viend', 'conform', 'vay', 'elabor', 'guis', 'asi', 'ahor', 'introduc', 'bacala', 'laurel', 'vez', 'transcurr', '30', 'minut', 'haci', 'jug', 'suav', 'añad', 'dos', 'puñ', 'arroz', 'dej', 'coc', '18', 'minut', 'ello', 'conclu', 'elabor', 'prob', 'cald', 'ver', 'si', 'hac', 'falt', 'poquit', 'sal', 'contrari', 'añad', 'agu', 'si', 'vem', 'qued', 'demasi', 'espes', 'añad', 'arroz', 'olvid', 'vientr', 'despues', 'medi', 'hor', 'vam', 'sal', 'si', 'dos', 'medic', 'hierr', 'dej', 'ahor', 'cuez', 'arroz', 'prob', 'caldit', 'ver', 'si', 'gust', 'sol', 'qued', 'serv', 'termin', 'patat', 'bacala', 'arroz', 'avisp', 'caldit', 'chic', 'rop', 'solt', 'almidon', 'qued', 'salchitac', 'cremos', 'asi', 'ahor', 'cog', 'cuch', 'mataril', 'aqu', 'muestr', 'estupend', 'plat', 'patat', 'dic']","  (0, 7)	1.0
  (2, 5)	1.0
  (3, 4)	1.0
  (4, 1)	1.0
  (7, 5)	1.0
  (8, 4)	1.0
  (17, 6)	1.0
  (25, 1)	1.0
  (30, 4)	1.0
  (31, 7)	1.0
  (34, 7)	1.0
  (41, 3)	1.0
  (48, 4)	1.0
  (49, 7)	1.0
  (56, 7)	1.0
  (61, 7)	1.0
  (71, 2)	1.0
  (77, 7)	1.0
  (83, 4)	1.0
  (84, 7)	1.0
  (87, 3)	1.0
  (89, 6)	1.0
  (100, 0)	1.0
  (101, 7)	1.0
  (106, 2)	1.0
  :	:
  (192, 4)	1.0
  (194, 6)	1.0
  (196, 7)	1.0
  (197, 3)	1.0
  (198, 0)	1.0
  (201, 6)	1.0
  (208, 2)	1.0
  (209, 0)	1.0
  (211, 4)	1.0
  (220, 3)	1.0
  (223, 1)	1.0
  (238, 6)	1.0
  (240, 3)	1.0
  (247, 3)	1.0
  (248, 1)	1.0
  (254, 7)	1.0
  (255, 6)	1.0
  (261, 0)	1.0
  (263, 1)	1.0
  (273, 5)	1.0
  (274, 4)	1.0
  (275, 1)	1.0
  (285, 2)	1.0
  (286, 0)	1.0
  (294, 5)	1.0"
8,PURÉ DE VERDURAS🍲🥬🥔🍎 CON MANZANA. vegano.txt,hoy voy a hacer un puré de verduras con manzana tenemos así calabacín coliflor zanahoria puerro una manzana pastilla de caldo de carne concentrado ajos patatas sal aceite harina y cebolla hemos lavado y hemos troceado todas las verduras el fuero la cebolla la zanahoria la manzana el calabacín la coliflor y la patata todas estas verduras las vamos a poner ahora en la olla y las cubriremos de agua bastante por encima de ella le ayaviri hemos sal y un poco de pastilla de caldo de carne concentrado ya tenemos todo en la olla también le añadimos Nacho rarita de aceite ahora le pondremos la tapa y cuando salga mucho vapor por la chimenea pondremos la válvula esperaremos a que suban las tres rayitas y bajaremos el fuego al mínimo con las tres rayitas de la válvula vamos a tenerlo 168 minutos en la olla una vez transcurrido las tres rayitas de la válvula bajamos el fuego y lo vamos a tener unos 67 minutos una vez transcurrido el tiempo y retiramos la olla del fuego y esperaremos a que bajen las rayitas de la válvula para poder abrirla tenemos ya cocidas todas las verduritas ahora las voy a pasar una cazuela y les añadiré parte de caldo no todo porque le puesto saldo en exceso porque me gusta luego congelar caldo de verduras para otras preparaciones donde se abran vamos a pasar a la cazuela ahora ya vamos a batir las verduras con la batidora hasta que nos quede todo tropezones calculadora,"['hoy', 'voy', 'hac', 'pur', 'verdur', 'manzan', 'asi', 'calabacin', 'coliflor', 'zanahori', 'puerr', 'manzan', 'pastill', 'cald', 'carn', 'concentr', 'ajos', 'patat', 'sal', 'aceit', 'harin', 'ceboll', 'lav', 'troc', 'tod', 'verdur', 'fuer', 'ceboll', 'zanahori', 'manzan', 'calabacin', 'coliflor', 'patat', 'tod', 'verdur', 'vam', 'pon', 'ahor', 'olla', 'cubr', 'agu', 'bastant', 'encim', 'ayaviri', 'sal', 'pastill', 'cald', 'carn', 'concentr', 'olla', 'añad', 'nach', 'rarit', 'aceit', 'ahor', 'pondr', 'tap', 'salg', 'vapor', 'chimene', 'pondr', 'valvul', 'esper', 'sub', 'tres', 'rayit', 'baj', 'fueg', 'minim', 'tres', 'rayit', 'valvul', 'vam', 'ten', '168', 'minut', 'olla', 'vez', 'transcurr', 'tres', 'rayit', 'valvul', 'baj', 'fueg', 'vam', 'ten', '67', 'minut', 'vez', 'transcurr', 'tiemp', 'retir', 'olla', 'fueg', 'esper', 'baj', 'rayit', 'valvul', 'pod', 'abrirl', 'coc', 'tod', 'verdurit', 'ahor', 'voy', 'pas', 'cazuel', 'añad', 'part', 'cald', 'puest', 'sald', 'exces', 'gust', 'lueg', 'congel', 'cald', 'verdur', 'prepar', 'abran', 'vam', 'pas', 'cazuel', 'ahor', 'vam', 'bat', 'verdur', 'batidor', 'qued', 'tropezon', 'calcul']","  (4, 11)	1.0
